SpecName,diam,organism,Note
Leiocephalus personatus,10.58,Small_lizards,
Leiocephalus personatus,10.54,Small_lizards,
Leiocephalus personatus,10.35,Small_lizards,
Leiocephalus personatus,9.84,Small_lizards,
Leiocephalus personatus,5.4,Small_lizards,
Leiocephalus personatus,9.67,Small_lizards,
Leiocephalus personatus,6.8,Small_lizards,
Leiocephalus personatus,7.89,Small_lizards,
Leiocephalus personatus,11.33,Small_lizards,
Leiocephalus personatus,10.62,Small_lizards,
Leiocephalus personatus,11.01,Small_lizards,
Leiocephalus punctatus,6.74,Small_lizards,
Leiocephalus punctatus,12.36,Small_lizards,
Leiocephalus raviceps,9.18,Small_lizards,
Leiocephalus raviceps,8.79,Small_lizards,
Leiocephalus raviceps,7.44,Small_lizards,
Leiocephalus raviceps,10.91,Small_lizards,
Leiocephalus raviceps,7.56,Small_lizards,
Leiocephalus raviceps,7.84,Small_lizards,
Leiocephalus raviceps,6.95,Small_lizards,
Leiocephalus raviceps,8.68,Small_lizards,
Leiocephalus raviceps,8.41,Small_lizards,
Leiocephalus raviceps,7.88,Small_lizards,
Leiocephalus raviceps,8.32,Small_lizards,
Leiocephalus raviceps,8.31,Small_lizards,
Leiocephalus raviceps,6.95,Small_lizards,
Leiocephalus schreibersi,10.85,Small_lizards,
Leiocephalus schreibersi,12.47,Small_lizards,
Leiocephalus schreibersi,10.04,Small_lizards,
Leiocephalus schreibersi,9.99,Small_lizards,
Leiocephalus schreibersi,11.76,Small_lizards,
Leiocephalus schreibersi,12.85,Small_lizards,
Leiocephalus schreibersi,10.98,Small_lizards,
Leiocephalus schreibersi,9.48,Small_lizards,
Leiocephalus schreibersi,11.87,Small_lizards,
Leiocephalus schreibersi,9.45,Small_lizards,
Leiocephalus schreibersi,9.67,Small_lizards,
Leiocephalus schreibersi,11.37,Small_lizards,
Leiocephalus schreibersi,12.93,Small_lizards,
Leiocephalus schreibersi,11.9,Small_lizards,
Leiocephalus schreibersi,13.52,Small_lizards,
Leiocephalus schreibersi,11.79,Small_lizards,
Leiocephalus schreibersi,8.41,Small_lizards,
Leiocephalus schreibersi,11.84,Small_lizards,
Leiocephalus schreibersi,8.56,Small_lizards,
Leiocephalus schreibersi,11.87,Small_lizards,
Leiocephalus schreibersi,9.13,Small_lizards,
Leiocephalus schreibersi,9.2,Small_lizards,
Leiocephalus schreibersi,7.5,Small_lizards,
Leiocephalus schreibersi,11.12,Small_lizards,
Leiocephalus schreibersi,13.83,Small_lizards,
Leiocephalus schreibersi,9.01,Small_lizards,
Leiocephalus schreibersi,13.01,Small_lizards,
Leiocephalus schreibersi,9.11,Small_lizards,
Leiocephalus schreibersi,8.69,Small_lizards,
Leiocephalus schreibersi,11.07,Small_lizards,
Leiocephalus schreibersi,9.97,Small_lizards,
Leiocephalus schreibersi,6.43,Small_lizards,
Leiocephalus schreibersi,11.74,Small_lizards,
Leiocephalus schreibersi,9.49,Small_lizards,
Leiocephalus schreibersi,6.15,Small_lizards,
Leiocephalus schreibersi,13.56,Small_lizards,
Leiocephalus vinculum,10.56,Small_lizards,
Leiocephalus vinculum,6.09,Small_lizards,
Leiocephalus vinculum,8.41,Small_lizards,
Leiocephalus vinculum,8.71,Small_lizards,
Leiocephalus vinculum,10.98,Small_lizards,
Leiocephalus vinculum,7.95,Small_lizards,
Aristelliger cochranae,6.28,Small_lizards,
Aristelliger cochranae,7.57,Small_lizards,
Aristelliger cochranae,7.45,Small_lizards,
Aristelliger cochranae,10.18,Small_lizards,
Aristelliger cochranae,8.14,Small_lizards,
Aristelliger cochranae,7.59,Small_lizards,
Aristelliger cochranae,9.3,Small_lizards,
Aristelliger cochranae,9.07,Small_lizards,
Aristelliger expectatus,8.03,Small_lizards,
Aristelliger hechti,8.71,Small_lizards,
Aristelliger hechti,13.44,Small_lizards,
Aristelliger hechti,11.07,Small_lizards,
Aristelliger hechti,12.09,Small_lizards,
Aristelliger hechti,12,Small_lizards,
Aristelliger hechti,14.28,Small_lizards,
Aristelliger lar,16.93,Small_lizards,
Aristelliger praesignis,7.79,Small_lizards,
Aristelliger praesignis,11.95,Small_lizards,
Aristelliger praesignis,14.87,Small_lizards,
Aristelliger praesignis,4.86,Small_lizards,
Aristelliger praesignis,9.24,Small_lizards,
Aristelliger praesignis,10.28,Small_lizards,
Aristelliger praesignis,12.1,Small_lizards,
Aristelliger praesignis,8.68,Small_lizards,
Aristelliger praesignis,6.77,Small_lizards,
Aristelliger praesignis,11.06,Small_lizards,
Aristelliger praesignis,7.31,Small_lizards,
Aristelliger reyesi,7.3,Small_lizards,
Aristelliger reyesi,8.41,Small_lizards,
Aristelliger reyesi,8.91,Small_lizards,
Aristelliger reyesi,8.62,Small_lizards,
Celestus costatus,11.72,Small_lizards,
Celestus costatus,11.96,Small_lizards,
Celestus costatus,8.86,Small_lizards,
Celestus costatus,12.7,Small_lizards,
Celestus costatus,11.39,Small_lizards,
Celestus costatus,9.2,Small_lizards,
Celestus costatus,11.21,Small_lizards,
Celestus costatus,4.97,Small_lizards,
Celestus costatus,8.7,Small_lizards,
Celestus costatus,9.8,Small_lizards,
Celestus costatus,8.57,Small_lizards,
Celestus costatus,6.89,Small_lizards,
Celestus costatus,4.76,Small_lizards,
Celestus costatus,8.36,Small_lizards,
Celestus costatus,6.21,Small_lizards,
Celestus costatus,8.86,Small_lizards,
Celestus costatus,5.46,Small_lizards,
Celestus costatus,6.5,Small_lizards,
Celestus costatus,4.66,Small_lizards,
Celestus costatus,5.49,Small_lizards,
Celestus costatus,7.36,Small_lizards,
Celestus costatus,6.34,Small_lizards,
Celestus darlingtoni,6.16,Small_lizards,
Celestus darlingtoni,7.34,Small_lizards,
Celestus darlingtoni,7.71,Small_lizards,
Celestus darlingtoni,6.45,Small_lizards,
Celestus darlingtoni,5.75,Small_lizards,
Celestus darlingtoni,7.33,Small_lizards,
Celestus darlingtoni,9.32,Small_lizards,
Celestus darlingtoni,8.56,Small_lizards,
Celestus darlingtoni,7.04,Small_lizards,
Celestus darlingtoni,6.4,Small_lizards,
Celestus darlingtoni,7.28,Small_lizards,
Celestus darlingtoni,6.95,Small_lizards,
Celestus curtissi,5.67,Small_lizards,
Celestus curtissi,7.9,Small_lizards,
Celestus curtissi,6.2,Small_lizards,
Celestus curtissi,7.68,Small_lizards,
Celestus curtissi,3.15,Small_lizards,
Celestus curtissi,8.12,Small_lizards,
Celestus curtissi,7.71,Small_lizards,
Celestus curtissi,7.82,Small_lizards,
Celestus curtissi,5.58,Small_lizards,
Celestus curtissi,7.96,Small_lizards,
Celestus curtissi,4.11,Small_lizards,
Celestus curtissi,7.42,Small_lizards,
Celestus curtissi,9.81,Small_lizards,
Celestus curtissi,6.33,Small_lizards,
Celestus curtissi,6.59,Small_lizards,
Celestus curtissi,6.86,Small_lizards,
Celestus haetianus,5.79,Small_lizards,
Celestus haetianus,6.31,Small_lizards,
Celestus haetianus,5.51,Small_lizards,
Celestus haetianus,6.08,Small_lizards,
Celestus haetianus,6.7,Small_lizards,
Celestus haetianus,8.66,Small_lizards,
Celestus haetianus,9.45,Small_lizards,
Celestus haetianus,9.4,Small_lizards,
Celestus haetianus,8.57,Small_lizards,
Celestus haetianus,6.01,Small_lizards,
Celestus haetianus,6.74,Small_lizards,
Celestus haetianus,9.08,Small_lizards,
Celestus haetianus,5.38,Small_lizards,
Celestus haetianus,6.74,Small_lizards,
Celestus haetianus,6.86,Small_lizards,
Celestus haetianus,6.92,Small_lizards,
Celestus haetianus,3.39,Small_lizards,
Celestus haetianus,8.91,Small_lizards,
Celestus haetianus,8.97,Small_lizards,
Celestus haetianus,10.05,Small_lizards,
Celestus haetianus,8.42,Small_lizards,
Celestus haetianus,6.22,Small_lizards,
Celestus haetianus,5.2,Small_lizards,
Celestus haetianus,9.98,Small_lizards,
Celestus haetianus,7.46,Small_lizards,
Celestus haetianus,7.96,Small_lizards,
Celestus haetianus,5.1,Small_lizards,
Celestus haetianus,8.37,Small_lizards,
Celestus haetianus,5.23,Small_lizards,
Celestus haetianus,5.62,Small_lizards,
Celestus stenurus,8.3,Small_lizards,
Celestus stenurus,8.83,Small_lizards,
Celestus stenurus,8.5,Small_lizards,
Celestus stenurus,5.12,Small_lizards,
Celestus stenurus,9.79,Small_lizards,
Celestus stenurus,10.6,Small_lizards,
Celestus stenurus,13.79,Small_lizards,
Celestus stenurus,9.87,Small_lizards,
Celestus stenurus,11.92,Small_lizards,
Celestus stenurus,9.98,Small_lizards,
Celestus stenurus,7.64,Small_lizards,
Celestus stenurus,10.91,Small_lizards,
Celestus stenurus,15.01,Small_lizards,
Celestus stenurus,5.83,Small_lizards,
Celestus stenurus,9.87,Small_lizards,
Celestus stenurus,5.25,Small_lizards,
Celestus stenurus,10.23,Small_lizards,
Celestus stenurus,8.69,Small_lizards,
Celestus stenurus,5.19,Small_lizards,
Celestus stenurus,11.7,Small_lizards,
Celestus stenurus,5.94,Small_lizards,
Celestus stenurus,5.12,Small_lizards,
Chelonoidis nigra,88.9,Tortoise,
Chelonoidis nigra,80,Tortoise,
Chelonoidis nigra,140,Tortoise,
Chelonoidis nigra,107.95,Tortoise,
Chelonoidis nigra,105.41,Tortoise,
Chelonoidis nigra,88.9,Tortoise,
Chelonoidis nigra,89,Tortoise,
Chelonoidis nigra,95.25,Tortoise,
Chelonoidis nigra,92.71,Tortoise,
Chelonoidis nigra,40,Tortoise,
Chelonoidis nigra,57.78,Tortoise,
Chelonoidis nigra,105.5,Tortoise,
Chelonoidis alburyorum,58.9,Tortoise,
Chelonoidis dominicensis,50.8,Tortoise,
